Area;Number;Designation;GroupID;Visible;Latitude;LatitudeDecimal;Longitud;LongitudeDecimal;Height (ft);Elevation (ft);Lighting;Type of obstacle;;;;
55N 13E;10508;KLGERUP;;Y;553628;55,60777778;131625;13,27361111;417;453;FLG R;Wind turbine;;;;
55N 13E;10509;RAMSSA;;Y;553428;55,57444444;135334;13,89277778;328;541;FLG R;Wind turbine;;;;
55N 13E;10510;KLGERUP;;Y;553644;55,61222222;131429;13,24138889;390;427;FLG R;Wind turbine;;;;
55N 13E;10586;SKABERSJ…;;Y;553217;55,53805556;131110;13,18611111;410;564;FLG R;Wind turbine;;;;
55N 13E;10587;SKABERSJ…;;Y;553223;55,53972222;131132;13,19222222;410;554;FLG R;Wind turbine;;;;
55N 13E;10588;SKABERSJ…;;Y;553231;55,54194444;131056;13,18222222;410;558;FLG R;Wind turbine;;;;
55N 13E;10589;SKABERSJ…;;Y;553124;55,52333333;130919;13,15527778;410;561;FLG R;Wind turbine;;;;
55N 13E;10590;SKABERSJ…;;Y;553113;55,52027778;130926;13,15722222;410;531;FLG R;Wind turbine;;;;
55N 13E;10684;VINNINGE;;Y;553643;55,61194444;131450;13,24722222;390;413;FLG R;Wind turbine;;;;
55N 13E;10685;VINNINGE;;Y;553642;55,61166667;131510;13,25277778;390;436;FLG R;Wind turbine;;;;
55N 13E;10698;ST BEDDINGE;;Y;552334;55,39277778;132609;13,43583333;410;482;FLG R;Wind turbine;;;;
55N 13E;10778;ST HERRESTAD;;Y;552900;55,48333333;135035;13,84305556;328;476;FLG R;Wind turbine;;;;
55N 13E;10779;ST HERRESTAD;;Y;552904;55,48444444;135052;13,84777778;328;489;FLG R;Wind turbine;;;;
55N 13E;10780;ST HERRESTAD;;Y;552900;55,48333333;135109;13,8525;328;486;FLG R;Wind turbine;;;;
55N 13E;11433;SVAL…V;;Y;555444;55,91222222;130327;13,0575;335;558;FLG R;Wind turbine;;;;
55N 13E;11434;SVAL…V;;Y;555443;55,91194444;130313;13,05361111;335;545;FLG R;Wind turbine;;;;
55N 13E;11550;LINDER…D;;Y;555535;55,92638889;134453;13,74805556;328;853;F R;Mast;;;;
55N 13E;11718;TOMELILLA;;Y;553351;55,56416667;135849;13,98027778;390;659;FLG R;Wind turbine;;;;
55N 13E;11739;ENBW WINDPARK BALTIC 2 M2;;Y;550005;55,00138889;131154;13,19833333;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;11742;ENBW WINDPARK BALTIC 2 N2;;Y;550009;55,0025;131233;13,20916667;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;11744;ENBW WINDPARK BALTIC 2 N1;;Y;550029;55,00805556;131223;13,20638889;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12034;ENBW WINDPARK BALTIC 2 I1;;Y;550019;55,00527778;130906;13,15166667;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12044;ENBW WINDPARK BALTIC 2 M1;;Y;550028;55,00777778;131143;13,19527778;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12050;ENBW WINDPARK BALTIC 2 O1;;Y;550030;55,00833333;131303;13,2175;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12051;ENBW WINDPARK BALTIC 2 O2;;Y;550012;55,00333333;131311;13,21972222;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12054;ENBW WINDPARK BALTIC 2 P2;;Y;550008;55,00222222;131354;13,23166667;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12056;ENBW WINDPARK BALTIC 2 P1;;Y;550031;55,00861111;131333;13,22583333;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12057;ENBW WINDPARK BALTIC 2 J1;;Y;550026;55,00722222;130943;13,16194444;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12058;ENBW WINDPARK BALTIC 2 J2;;Y;550006;55,00166667;130952;13,16444444;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12063;ENBW WINDPARK BALTIC 2 K1;;Y;550027;55,0075;131022;13,17277778;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12064;ENBW WINDPARK BALTIC 2 K2;;Y;550006;55,00166667;131032;13,17555556;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12070;ENBW WINDPARK BALTIC 2 L1;;Y;550028;55,00777778;131103;13,18416667;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12071;ENBW WINDPARK BALTIC 2 L2;;Y;550006;55,00166667;131113;13,18694444;456;456;FR/FLGR;Wind turbine;;;;
55N 13E;12114;BILLEBERGA;;Y;555339;55,89416667;130141;13,02805556;433;636;FLG R;Wind turbine;;;;
55N 13E;12115;TIRUP;;Y;555341;55,89472222;130204;13,03444444;433;646;FLG R;Wind turbine;;;;
55N 13E;12236;TOLLARP;;Y;555317;55,88805556;135557;13,9325;328;912;F R;Mast;;;;
55N 13E;12391;… S…NNARSL…V;;Y;555205;55,86805556;135729;13,95805556;492;1102;FLG R;Wind turbine;;;;
55N 13E;12392;… S…NNARSL…V;;Y;555226;55,87388889;135741;13,96138889;492;1037;F R;Wind turbine;;;;
55N 13E;12393;… S…NNARSL…V;;Y;555220;55,87222222;135810;13,96944444;492;1056;FLG R;Wind turbine;;;;
55N 13E;12394;… S…NNARSL…V;;Y;555234;55,87611111;135838;13,97722222;492;1027;FLG R;Wind turbine;;;;
55N 13E;12395;… S…NNARSL…V;;Y;555255;55,88194444;135814;13,97055556;492;978;FLG R;Wind turbine;;;;
55N 13E;12396;… S…NNARSL…V;;Y;555238;55,87722222;135812;13,97;492;1014;F R;Wind turbine;;;;
55N 13E;12397;… S…NNARSL…V;;Y;555246;55,87944444;135737;13,96027778;492;1030;F R;Wind turbine;;;;
55N 13E;12398;… S…NNARSL…V;;Y;555221;55,8725;135706;13,95166667;492;1093;FLG R;Wind turbine;;;;
55N 13E;12399;… S…NNARSL…V;;Y;555226;55,87388889;135636;13,94333333;492;1066;FLG R;Wind turbine;;;;
55N 13E;12400;… S…NNARSL…V;;Y;555233;55,87583333;135605;13,93472222;492;1096;FLG R;Wind turbine;;;;
55N 13E;12401;… S…NNARSL…V;;Y;555305;55,88472222;135753;13,96472222;492;997;FLG R;Wind turbine;;;;
55N 13E;12402;… S…NNARSL…V;;Y;555313;55,88694444;135726;13,95722222;492;1030;FLG R;Wind turbine;;;;
55N 13E;12403;… S…NNARSL…V;;Y;555326;55,89055556;135722;13,95611111;492;1010;FLG R;Wind turbine;;;;
55N 13E;12404;… S…NNARSL…V;;Y;555337;55,89361111;135702;13,95055556;492;1033;FLG R;Wind turbine;;;;
55N 13E;12405;… S…NNARSL…V;;Y;555302;55,88388889;135605;13,93472222;492;1099;FLG R;Wind turbine;;;;
55N 13E;12406;… S…NNARSL…V;;Y;555251;55,88083333;135624;13,94;492;1063;F R;Wind turbine;;;;
55N 13E;12407;… S…NNARSL…V;;Y;555324;55,89;135640;13,94444444;492;1089;FLG R;Wind turbine;;;;
55N 13E;12421;… S…NNARSL…V;;Y;555316;55,88777778;135609;13,93583333;492;1079;FLG R;Wind turbine;;;;
55N 13E;12600;…NNARP;;Y;552553;55,43138889;132648;13,44666667;394;545;FLG R;Wind turbine;;;;
55N 13E;12605;OXIE;;Y;553311;55,55305556;130451;13,08083333;328;492;F R;Mast;;;;
55N 13E;12607;TIRUP;;Y;555344;55,89555556;130256;13,04888889;492;689;FLG R;Wind turbine;;;;
55N 13E;12617;K€VLINGE;;Y;554638;55,77722222;131153;13,19805556;390;499;FLG R;Wind turbine;;;;
55N 13E;12618;K€VLINGE;;Y;554631;55,77527778;131134;13,19277778;390;495;FLG R;Wind turbine;;;;
55N 13E;12619;K€VLINGE;;Y;554626;55,77388889;131153;13,19805556;390;499;FLG R;Wind turbine;;;;
55N 14E;20;KIVIK;;Y;554005,1;55,66808333;140929;14,15805556;361;926;F R;Mast;;;;
55N 14E;21;GLIMMINGE;;Y;553004,4;55,50122222;141539,3;14,26091667;361;585;F R;Mast;;;;
55N 14E;885;LISTERLANDET/BJ…RKENABBEN;;Y;555929,4;55,9915;144000,2;14,66672222;453;458;F R;Mast;;;;
55N 14E;4432;LISTERLANDET/BJ…RKENABBEN;;Y;555926;55,99055556;144001,8;14,66716667;453;460;F R;Mast;;;;
55N 14E;8606;LYNGBY;;Y;555255;55,88194444;140929;14,15805556;459;479;FLG R;Wind turbine;;;;
55N 14E;8607;LYNGBY;;Y;555250;55,88055556;140954;14,165;459;476;FLG R;Wind turbine;;;;
55N 14E;9061;BORRBY;;Y;552813;55,47027778;141013;14,17027778;328;476;F R;Wind turbine;;;;
55N 14E;9547;HUAR…D;;Y;555018;55,83833333;140028;14,00777778;328;853;F R;Mast;;;;
55N 14E;9626;BORRBY;;Y;552822;55,47277778;141012;14,17;331;479;FLG R;Wind turbine;;;;
55N 14E;9802;EVER…D;;Y;555307;55,88527778;140935;14,15972222;459;479;FLG R;Wind turbine;;;;
55N 14E;9803;EVER…D;;Y;555304;55,88444444;140951;14,16416667;459;476;FLG R;Wind turbine;;;;
55N 14E;9978;G€RSN€S;;Y;553133;55,52583333;141127;14,19083333;410;541;FLG R;Wind turbine;;;;
55N 14E;9979;G€RSN€S;;Y;553144;55,52888889;141123;14,18972222;410;541;FLG R;Wind turbine;;;;
55N 14E;9980;G€RSN€S;;Y;553155;55,53194444;141119;14,18861111;410;558;FLG R;Wind turbine;;;;
55N 14E;9981;G€RSN€S;;Y;553107;55,51861111;141053;14,18138889;410;541;FLG R;Wind turbine;;;;
55N 14E;9982;G€RSN€S;;Y;553118;55,52166667;141051;14,18083333;410;548;FLG R;Wind turbine;;;;
55N 14E;9983;G€RSN€S;;Y;553146;55,52944444;141203;14,20083333;410;541;FLG R;Wind turbine;;;;
55N 14E;9984;G€RSN€S;;Y;553159;55,53305556;140842;14,145;410;591;FLG R;Wind turbine;;;;
55N 14E;9985;G€RSN€S;;Y;553148;55,53;140853;14,14805556;410;594;FLG R;Wind turbine;;;;
55N 14E;9986;G€RSN€S;;Y;553156;55,53222222;140908;14,15222222;410;587;FLG R;Wind turbine;;;;
55N 14E;10701;BORRBY;;Y;552815;55,47083333;141128;14,19111111;328;486;FLG R;Wind turbine;;;;
55N 14E;12104;TAGGEN VINDPARK;;Y;555222;55,87277778;143110;14,51944444;328;328;F R;Mast;;;;
56N 12E;25;HALMSTAD/OSKARSTR…M;;Y;564723;56,78972222;12561;12,93361111;1066;1523;F R/FLG W;Mast;;;;
56N 12E;26;H€LSINGBORG;;Y;560044;56,01222222;124247;12,71305556;400;423;F R;Chimney;;;;
56N 12E;27;H€LSINGBORG/OLYMPIA;;Y;560312;56,05333333;124229;12,70805556;361;492;F R;Mast;;;;
56N 12E;750;HELSINGBORG 2;;Y;560206;56,035;124141;12,69472222;394;404;F R;Chimney;;;;
56N 12E;5977;K€RRET;;Y;565952;56,99777778;122903;12,48416667;328;390;F R;Wind turbine;;;;
56N 12E;7623;L…NHULT;;Y;561110;56,18611111;124213;12,70361111;328;351;F R;Wind turbine;;;;
56N 12E;8732;LNGS;;Y;565947;56,99638889;122825;12,47361111;410;469;F R;Wind turbine;;;;
56N 12E;8785;LNGS;;Y;565943;56,99527778;122759;12,46638889;410;469;F R;Wind turbine;;;;
56N 12E;8786;LNGS;;Y;565934;56,99277778;122810;12,46944444;410;469;F R;Wind turbine;;;;
56N 12E;8787;LNGS;;Y;565937;56,99361111;122833;12,47583333;410;476;F R;Wind turbine;;;;
56N 12E;9265;MIDDELGRUND;;Y;563347;56,56305556;120621;12,10583333;394;394;F R;Mast;;;;
56N 12E;9394;LINDHULT;;Y;565655;56,94861111;122759;12,46638889;459;509;FLG R;Wind turbine;;;;
56N 12E;9395;LINDHULT;;Y;565647;56,94638889;122815;12,47083333;459;509;FLG R;Wind turbine;;;;
56N 12E;9396;LINDHULT;;Y;565638;56,94388889;122831;12,47527778;459;505;FLG R;Wind turbine;;;;
56N 12E;9397;LINDHULT;;Y;565629;56,94138889;122848;12,48;459;509;FLG R;Wind turbine;;;;
56N 12E;10019;TORUP;;Y;565513;56,92027778;125906;12,985;492;1040;FLG R;Wind turbine;;;;
56N 12E;10020;TORUP;;Y;565526;56,92388889;125910;12,98611111;492;1093;FLG R;Wind turbine;;;;
56N 12E;10021;TORUP;;Y;565539;56,9275;125905;12,98472222;492;1079;FLG R;Wind turbine;;;;
56N 12E;10022;TORUP;;Y;565554;56,93166667;125857;12,9825;492;1102;FLG R;Wind turbine;;;;
56N 12E;10141;RSTAD;;Y;565457;56,91583333;124443;12,74527778;394;830;F R;Mast;;;;
56N 12E;10600;VESSIGEBRO;;Y;565747;56,96305556;124439;12,74416667;492;974;FLG R;Wind turbine;;;;
56N 12E;10601;VESSIGEBRO;;Y;565753;56,96472222;124506;12,75166667;492;961;FLG R;Wind turbine;;;;
56N 12E;10602;VESSIGEBRO;;Y;565756;56,96555556;124540;12,76111111;492;925;FLG R;Wind turbine;;;;
56N 12E;10603;VESSIGEBRO;;Y;565810;56,96944444;124606;12,76833333;492;873;FLG R;Wind turbine;;;;
56N 12E;10604;VESSIGEBRO;;Y;565809;56,96916667;124528;12,75777778;492;860;FLG R;Wind turbine;;;;
56N 12E;10605;VESSIGEBRO;;Y;565806;56,96833333;124458;12,74944444;492;883;FLG R;Wind turbine;;;;
56N 12E;11231;BJ…RSERED;;Y;565954;56,99833333;125041;12,84472222;335;778;F R;Mast;;;;
56N 12E;11245;VESSIGEBRO;;Y;565958;56,99944444;124216;12,70444444;492;863;FLG R;Wind turbine;;;;
56N 12E;11250;VESSIGEBRO;;Y;565940;56,99444444;124359;12,73305556;492;965;FLG R;Wind turbine;;;;
56N 12E;11251;VESSIGEBRO;;Y;565954;56,99833333;124348;12,73;492;869;FLG R;Wind turbine;;;;
56N 12E;11436;FYLLINGE;;Y;563923;56,65638889;125939;12,99416667;476;728;FLG R;Wind turbine;;;;
56N 12E;11437;FYLLINGE;;Y;563903;56,65083333;125946;12,99611111;476;719;FLG R;Wind turbine;;;;
56N 12E;11503;VESSIGEBRO;;Y;565754;56,965;124706;12,785;489;886;FLG R;Wind turbine;;;;
56N 12E;11504;VESSIGEBRO;;Y;565822;56,97277778;124723;12,78972222;489;873;FLG R;Wind turbine;;;;
