Area;Number;Designation;GroupID;Visible;Latitude;LatitudeDecimal;Longitud;LongitudeDecimal;Height (ft);Elevation (ft);Lighting;Type of obstacle
55N 13E;10590;SKABERSJÖ;;Y;553113;55,5202777778;130926;13,1572222222;410;531;FLG R;Wind turbine
55N 13E;10684;VINNINGE;;Y;553643;55,6119444444;131450;13,2472222222;390;413;FLG R;Wind turbine
55N 13E;10685;VINNINGE;;Y;553642;55,6116666667;131510;13,2527777778;390;436;FLG R;Wind turbine
55N 13E;10698;ST BEDDINGE;;Y;552334;55,3927777778;132609;13,4358333333;410;482;FLG R;Wind turbine
55N 13E;10778;ST HERRESTAD;;Y;552900;55,4833333333;135035;13,8430555556;328;476;FLG R;Wind turbine
55N 13E;10779;ST HERRESTAD;;Y;552904;55,4844444444;135052;13,8477777778;328;489;FLG R;Wind turbine
55N 13E;10780;ST HERRESTAD;;Y;552900;55,4833333333;135109;13,8525;328;486;FLG R;Wind turbine
55N 13E;11433;SVALÖV;;Y;555444;55,9122222222;130327;13,0575;335;558;FLG R;Wind turbine
55N 13E;11434;SVALÖV;;Y;555443;55,9119444444;130313;13,0536111111;335;545;FLG R;Wind turbine
55N 13E;11550;LINDERÖD;;Y;555535;55,9263888889;134453;13,7480555556;328;853;F R;Mast
55N 13E;11718;TOMELILLA;;Y;553351;55,5641666667;135849;13,9802777778;390;659;FLG R;Wind turbine
55N 13E;11739;ENBW WINDPARK BALTIC 2 M2;;Y;550005;55,0013888889;131154;13,1983333333;456;456;FR/FLGR;Wind turbine
55N 13E;11742;ENBW WINDPARK BALTIC 2 N2;;Y;550009;55,0025;131233;13,2091666667;456;456;FR/FLGR;Wind turbine
55N 13E;11744;ENBW WINDPARK BALTIC 2 N1;;Y;550029;55,0080555556;131223;13,2063888889;456;456;FR/FLGR;Wind turbine
55N 13E;12034;ENBW WINDPARK BALTIC 2 I1;;Y;550019;55,0052777778;130906;13,1516666667;456;456;FR/FLGR;Wind turbine
55N 13E;12044;ENBW WINDPARK BALTIC 2 M1;;Y;550028;55,0077777778;131143;13,1952777778;456;456;FR/FLGR;Wind turbine
55N 13E;12050;ENBW WINDPARK BALTIC 2 O1;;Y;550030;55,0083333333;131303;13,2175;456;456;FR/FLGR;Wind turbine
55N 13E;12051;ENBW WINDPARK BALTIC 2 O2;;Y;550012;55,0033333333;131311;13,2197222222;456;456;FR/FLGR;Wind turbine
55N 13E;12054;ENBW WINDPARK BALTIC 2 P2;;Y;550008;55,0022222222;131354;13,2316666667;456;456;FR/FLGR;Wind turbine
55N 13E;12056;ENBW WINDPARK BALTIC 2 P1;;Y;550031;55,0086111111;131333;13,2258333333;456;456;FR/FLGR;Wind turbine
55N 13E;12057;ENBW WINDPARK BALTIC 2 J1;;Y;550026;55,0072222222;130943;13,1619444444;456;456;FR/FLGR;Wind turbine
55N 13E;12058;ENBW WINDPARK BALTIC 2 J2;;Y;550006;55,0016666667;130952;13,1644444444;456;456;FR/FLGR;Wind turbine
55N 13E;12063;ENBW WINDPARK BALTIC 2 K1;;Y;550027;55,0075;131022;13,1727777778;456;456;FR/FLGR;Wind turbine
55N 13E;12064;ENBW WINDPARK BALTIC 2 K2;;Y;550006;55,0016666667;131032;13,1755555556;456;456;FR/FLGR;Wind turbine
55N 13E;12070;ENBW WINDPARK BALTIC 2 L1;;Y;550028;55,0077777778;131103;13,1841666667;456;456;FR/FLGR;Wind turbine
55N 13E;12071;ENBW WINDPARK BALTIC 2 L2;;Y;550006;55,0016666667;131113;13,1869444444;456;456;FR/FLGR;Wind turbine
55N 13E;12114;BILLEBERGA;;Y;555339;55,8941666667;130141;13,0280555556;433;636;FLG R;Wind turbine
55N 13E;12115;TIRUP;;Y;555341;55,8947222222;130204;13,0344444444;433;646;FLG R;Wind turbine
55N 13E;12236;TOLLARP;;Y;555317;55,8880555556;135557;13,9325;328;912;F R;Mast
55N 13E;12391;Ö SÖNNARSLÖV;;Y;555205;55,8680555556;135729;13,9580555556;492;1102;FLG R;Wind turbine
55N 13E;12392;Ö SÖNNARSLÖV;;Y;555226;55,8738888889;135741;13,9613888889;492;1037;F R;Wind turbine
55N 13E;12393;Ö SÖNNARSLÖV;;Y;555220;55,8722222222;135810;13,9694444444;492;1056;FLG R;Wind turbine
55N 13E;12394;Ö SÖNNARSLÖV;;Y;555234;55,8761111111;135838;13,9772222222;492;1027;FLG R;Wind turbine
55N 13E;12395;Ö SÖNNARSLÖV;;Y;555255;55,8819444444;135814;13,9705555556;492;978;FLG R;Wind turbine
55N 13E;12396;Ö SÖNNARSLÖV;;Y;555238;55,8772222222;135812;13,97;492;1014;F R;Wind turbine
55N 13E;12397;Ö SÖNNARSLÖV;;Y;555246;55,8794444444;135737;13,9602777778;492;1030;F R;Wind turbine
55N 13E;12398;Ö SÖNNARSLÖV;;Y;555221;55,8725;135706;13,9516666667;492;1093;FLG R;Wind turbine
55N 13E;12399;Ö SÖNNARSLÖV;;Y;555226;55,8738888889;135636;13,9433333333;492;1066;FLG R;Wind turbine
55N 13E;12400;Ö SÖNNARSLÖV;;Y;555233;55,8758333333;135605;13,9347222222;492;1096;FLG R;Wind turbine
55N 13E;12401;Ö SÖNNARSLÖV;;Y;555305;55,8847222222;135753;13,9647222222;492;997;FLG R;Wind turbine
55N 13E;12402;Ö SÖNNARSLÖV;;Y;555313;55,8869444444;135726;13,9572222222;492;1030;FLG R;Wind turbine
55N 13E;12403;Ö SÖNNARSLÖV;;Y;555326;55,8905555556;135722;13,9561111111;492;1010;FLG R;Wind turbine
55N 13E;12404;Ö SÖNNARSLÖV;;Y;555337;55,8936111111;135702;13,9505555556;492;1033;FLG R;Wind turbine
55N 13E;12405;Ö SÖNNARSLÖV;;Y;555302;55,8838888889;135605;13,9347222222;492;1099;FLG R;Wind turbine
55N 13E;12406;Ö SÖNNARSLÖV;;Y;555251;55,8808333333;135624;13,94;492;1063;F R;Wind turbine
55N 13E;12407;Ö SÖNNARSLÖV;;Y;555324;55,89;135640;13,9444444444;492;1089;FLG R;Wind turbine
55N 13E;12421;Ö SÖNNARSLÖV;;Y;555316;55,8877777778;135609;13,9358333333;492;1079;FLG R;Wind turbine
55N 13E;12600;ÖNNARP;;Y;552553;55,4313888889;132648;13,4466666667;394;545;FLG R;Wind turbine
55N 13E;12605;OXIE;;Y;553311;55,5530555556;130451;13,0808333333;328;492;F R;Mast
55N 13E;12607;TIRUP;;Y;555344;55,8955555556;130256;13,0488888889;492;689;FLG R;Wind turbine
55N 13E;12617;KÄVLINGE;;Y;554638;55,7772222222;131153;13,1980555556;390;499;FLG R;Wind turbine
55N 13E;12618;KÄVLINGE;;Y;554631;55,7752777778;131134;13,1927777778;390;495;FLG R;Wind turbine
55N 13E;12619;KÄVLINGE;;Y;554626;55,7738888889;131153;13,1980555556;390;499;FLG R;Wind turbine
55N 14E;20;KIVIK;;Y;554005,1;55,6680833333;140929;14,1580555556;361;926;F R;Mast
55N 14E;21;GLIMMINGE;;Y;553004,4;55,5012222222;141539,3;14,2609166667;361;585;F R;Mast
55N 14E;885;LISTERLANDET/BJÖRKENABBEN;;Y;555929,4;55,9915;144000,2;14,6667222222;453;458;F R;Mast
55N 14E;4432;LISTERLANDET/BJÖRKENABBEN;;Y;555926;55,9905555556;144001,8;14,6671666667;453;460;F R;Mast
55N 14E;8606;LYNGBY;;Y;555255;55,8819444444;140929;14,1580555556;459;479;FLG R;Wind turbine
55N 14E;8607;LYNGBY;;Y;555250;55,8805555556;140954;14,165;459;476;FLG R;Wind turbine
55N 14E;9061;BORRBY;;Y;552813;55,4702777778;141013;14,1702777778;328;476;F R;Wind turbine
55N 14E;9547;HUARÖD;;Y;555018;55,8383333333;140028;14,0077777778;328;853;F R;Mast
55N 14E;9626;BORRBY;;Y;552822;55,4727777778;141012;14,17;331;479;FLG R;Wind turbine
55N 14E;9802;EVERÖD;;Y;555307;55,8852777778;140935;14,1597222222;459;479;FLG R;Wind turbine
55N 14E;9803;EVERÖD;;Y;555304;55,8844444444;140951;14,1641666667;459;476;FLG R;Wind turbine
55N 14E;9978;GÄRSNÄS;;Y;553133;55,5258333333;141127;14,1908333333;410;541;FLG R;Wind turbine
55N 14E;9979;GÄRSNÄS;;Y;553144;55,5288888889;141123;14,1897222222;410;541;FLG R;Wind turbine
55N 14E;9980;GÄRSNÄS;;Y;553155;55,5319444444;141119;14,1886111111;410;558;FLG R;Wind turbine
55N 14E;9981;GÄRSNÄS;;Y;553107;55,5186111111;141053;14,1813888889;410;541;FLG R;Wind turbine
55N 14E;9982;GÄRSNÄS;;Y;553118;55,5216666667;141051;14,1808333333;410;548;FLG R;Wind turbine
55N 14E;9983;GÄRSNÄS;;Y;553146;55,5294444444;141203;14,2008333333;410;541;FLG R;Wind turbine
55N 14E;9984;GÄRSNÄS;;Y;553159;55,5330555556;140842;14,145;410;591;FLG R;Wind turbine
55N 14E;9985;GÄRSNÄS;;Y;553148;55,53;140853;14,1480555556;410;594;FLG R;Wind turbine
55N 14E;9986;GÄRSNÄS;;Y;553156;55,5322222222;140908;14,1522222222;410;587;FLG R;Wind turbine
55N 14E;10701;BORRBY;;Y;552815;55,4708333333;141128;14,1911111111;328;486;FLG R;Wind turbine
55N 14E;12104;TAGGEN VINDPARK;;Y;555222;55,8727777778;143110;14,5194444444;328;328;F R;Mast
56N 12E;25;HALMSTAD/OSKARSTRÖM;;Y;564723;56,7897222222;12561;12,9336111111;1066;1523;F R/FLG W;Mast
56N 12E;26;HÄLSINGBORG;;Y;560044;56,0122222222;124247;12,7130555556;400;423;F R;Chimney
56N 12E;27;HÄLSINGBORG/OLYMPIA;;Y;560312;56,0533333333;124229;12,7080555556;361;492;F R;Mast
56N 12E;750;HELSINGBORG 2;;Y;560206;56,035;124141;12,6947222222;394;404;F R;Chimney
56N 12E;5977;KÄRRET;;Y;565952;56,9977777778;122903;12,4841666667;328;390;F R;Wind turbine
56N 12E;7623;LÖNHULT;;Y;561110;56,1861111111;124213;12,7036111111;328;351;F R;Wind turbine
56N 12E;8732;LÅNGÅS;;Y;565947;56,9963888889;122825;12,4736111111;410;469;F R;Wind turbine
56N 12E;8785;LÅNGÅS;;Y;565943;56,9952777778;122759;12,4663888889;410;469;F R;Wind turbine
56N 12E;8786;LÅNGÅS;;Y;565934;56,9927777778;122810;12,4694444444;410;469;F R;Wind turbine
56N 12E;8787;LÅNGÅS;;Y;565937;56,9936111111;122833;12,4758333333;410;476;F R;Wind turbine
56N 12E;9265;MIDDELGRUND;;Y;563347;56,5630555556;120621;12,1058333333;394;394;F R;Mast
56N 12E;9394;LINDHULT;;Y;565655;56,9486111111;122759;12,4663888889;459;509;FLG R;Wind turbine
56N 12E;9395;LINDHULT;;Y;565647;56,9463888889;122815;12,4708333333;459;509;FLG R;Wind turbine
56N 12E;9396;LINDHULT;;Y;565638;56,9438888889;122831;12,4752777778;459;505;FLG R;Wind turbine
56N 12E;9397;LINDHULT;;Y;565629;56,9413888889;122848;12,48;459;509;FLG R;Wind turbine
56N 12E;10019;TORUP;;Y;565513;56,9202777778;125906;12,985;492;1040;FLG R;Wind turbine
56N 12E;10020;TORUP;;Y;565526;56,9238888889;125910;12,9861111111;492;1093;FLG R;Wind turbine
56N 12E;10021;TORUP;;Y;565539;56,9275;125905;12,9847222222;492;1079;FLG R;Wind turbine
56N 12E;10022;TORUP;;Y;565554;56,9316666667;125857;12,9825;492;1102;FLG R;Wind turbine
56N 12E;10141;ÅRSTAD;;Y;565457;56,9158333333;124443;12,7452777778;394;830;F R;Mast
56N 12E;10600;VESSIGEBRO;;Y;565747;56,9630555556;124439;12,7441666667;492;974;FLG R;Wind turbine
56N 12E;10601;VESSIGEBRO;;Y;565753;56,9647222222;124506;12,7516666667;492;961;FLG R;Wind turbine
56N 12E;10602;VESSIGEBRO;;Y;565756;56,9655555556;124540;12,7611111111;492;925;FLG R;Wind turbine
56N 12E;10603;VESSIGEBRO;;Y;565810;56,9694444444;124606;12,7683333333;492;873;FLG R;Wind turbine
56N 12E;10604;VESSIGEBRO;;Y;565809;56,9691666667;124528;12,7577777778;492;860;FLG R;Wind turbine
56N 12E;10605;VESSIGEBRO;;Y;565806;56,9683333333;124458;12,7494444444;492;883;FLG R;Wind turbine
56N 12E;11231;BJÖRSERED;;Y;565954;56,9983333333;125041;12,8447222222;335;778;F R;Mast
56N 12E;11245;VESSIGEBRO;;Y;565958;56,9994444444;124216;12,7044444444;492;863;FLG R;Wind turbine
56N 12E;11250;VESSIGEBRO;;Y;565940;56,9944444444;124359;12,7330555556;492;965;FLG R;Wind turbine
56N 12E;11251;VESSIGEBRO;;Y;565954;56,9983333333;124348;12,73;492;869;FLG R;Wind turbine
56N 12E;11436;FYLLINGE;;Y;563923;56,6563888889;125939;12,9941666667;476;728;FLG R;Wind turbine
56N 12E;11437;FYLLINGE;;Y;563903;56,6508333333;125946;12,9961111111;476;719;FLG R;Wind turbine
56N 12E;11503;VESSIGEBRO;;Y;565754;56,965;124706;12,785;489;886;FLG R;Wind turbine
56N 12E;11504;VESSIGEBRO;;Y;565822;56,9727777778;124723;12,7897222222;489;873;FLG R;Wind turbine
